County,State,COUNTY_STATE,2019 County Designation,2018 County Designation,Specialty,2019 Distance (miles),2019 Time (minutes),2018 Distance (miles),2018 Time (minutes),Reason for Change,Time change,Distance change
Yauco,PR,"Yauco, PR",Micro,Metro,ENT/Otolaryngology,60,80,30,45,County Change,35,30
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Aibonito,PR,"Aibonito, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Anasco,PR,"Anasco, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Camuy,PR,"Camuy, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Cayey,PR,"Cayey, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Ceiba,PR,"Ceiba, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Ciales,PR,"Ciales, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Comerio,PR,"Comerio, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Corozal,PR,"Corozal, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Florida,PR,"Florida, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Guanica,PR,"Guanica, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Guayama,PR,"Guayama, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Hatillo,PR,"Hatillo, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Isabela,PR,"Isabela, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Lajas,PR,"Lajas, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Lares,PR,"Lares, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Luquillo,PR,"Luquillo, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Manati,PR,"Manati, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Maunabo,PR,"Maunabo, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Moca,PR,"Moca, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Morovis,PR,"Morovis, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Naguabo,PR,"Naguabo, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Orocovis,PR,"Orocovis, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Patillas,PR,"Patillas, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Penuelas,PR,"Penuelas, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Rincon,PR,"Rincon, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
San German,PR,"San German, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Utuado,PR,"Utuado, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Villalba,PR,"Villalba, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Yauco,PR,"Yauco, PR",Micro,Metro,"Gynecology, OB/GYN",60,80,30,45,County Change,35,30
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Aibonito,PR,"Aibonito, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Anasco,PR,"Anasco, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Camuy,PR,"Camuy, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Cayey,PR,"Cayey, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Ceiba,PR,"Ceiba, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Ciales,PR,"Ciales, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Comerio,PR,"Comerio, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Corozal,PR,"Corozal, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Florida,PR,"Florida, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Guanica,PR,"Guanica, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Guayama,PR,"Guayama, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Hatillo,PR,"Hatillo, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Isabela,PR,"Isabela, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Lajas,PR,"Lajas, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Lares,PR,"Lares, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Luquillo,PR,"Luquillo, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Manati,PR,"Manati, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Maunabo,PR,"Maunabo, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Moca,PR,"Moca, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Morovis,PR,"Morovis, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Naguabo,PR,"Naguabo, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Orocovis,PR,"Orocovis, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Patillas,PR,"Patillas, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Penuelas,PR,"Penuelas, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Rincon,PR,"Rincon, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
San German,PR,"San German, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Utuado,PR,"Utuado, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Villalba,PR,"Villalba, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Yauco,PR,"Yauco, PR",Micro,Metro,Inpatient Psychiatric Facility Services,75,100,45,70,County Change,30,30
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Aibonito,PR,"Aibonito, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Anasco,PR,"Anasco, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Camuy,PR,"Camuy, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Cayey,PR,"Cayey, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Ceiba,PR,"Ceiba, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Ciales,PR,"Ciales, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Comerio,PR,"Comerio, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Corozal,PR,"Corozal, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Florida,PR,"Florida, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Guanica,PR,"Guanica, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Guayama,PR,"Guayama, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Hatillo,PR,"Hatillo, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Isabela,PR,"Isabela, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Lajas,PR,"Lajas, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Lares,PR,"Lares, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Luquillo,PR,"Luquillo, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Manati,PR,"Manati, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Maunabo,PR,"Maunabo, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Moca,PR,"Moca, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Morovis,PR,"Morovis, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Naguabo,PR,"Naguabo, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Orocovis,PR,"Orocovis, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Patillas,PR,"Patillas, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Penuelas,PR,"Penuelas, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Rincon,PR,"Rincon, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
San German,PR,"San German, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Utuado,PR,"Utuado, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Villalba,PR,"Villalba, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Yauco,PR,"Yauco, PR",Micro,Metro,Mammography,60,80,30,45,County Change,35,30
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Aibonito,PR,"Aibonito, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Anasco,PR,"Anasco, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Camuy,PR,"Camuy, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Cayey,PR,"Cayey, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Ceiba,PR,"Ceiba, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Ciales,PR,"Ciales, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Comerio,PR,"Comerio, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Corozal,PR,"Corozal, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Florida,PR,"Florida, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Guanica,PR,"Guanica, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Guayama,PR,"Guayama, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Hatillo,PR,"Hatillo, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Isabela,PR,"Isabela, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Lajas,PR,"Lajas, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Lares,PR,"Lares, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Luquillo,PR,"Luquillo, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Manati,PR,"Manati, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Maunabo,PR,"Maunabo, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Moca,PR,"Moca, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Morovis,PR,"Morovis, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Naguabo,PR,"Naguabo, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Orocovis,PR,"Orocovis, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Patillas,PR,"Patillas, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Penuelas,PR,"Penuelas, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Rincon,PR,"Rincon, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
San German,PR,"San German, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Utuado,PR,"Utuado, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Villalba,PR,"Villalba, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Yauco,PR,"Yauco, PR",Micro,Metro,Nephrology,60,80,30,45,County Change,35,30
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Aibonito,PR,"Aibonito, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Cayey,PR,"Cayey, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Ceiba,PR,"Ceiba, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Ciales,PR,"Ciales, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Comerio,PR,"Comerio, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Corozal,PR,"Corozal, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Florida,PR,"Florida, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Guanica,PR,"Guanica, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Guayama,PR,"Guayama, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Lajas,PR,"Lajas, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Luquillo,PR,"Luquillo, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Manati,PR,"Manati, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Maunabo,PR,"Maunabo, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Morovis,PR,"Morovis, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Naguabo,PR,"Naguabo, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Orocovis,PR,"Orocovis, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Patillas,PR,"Patillas, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Penuelas,PR,"Penuelas, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
San German,PR,"San German, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Utuado,PR,"Utuado, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Villalba,PR,"Villalba, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Yauco,PR,"Yauco, PR",Micro,Metro,Occupational Therapy,60,80,30,45,County Change,35,30
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Aibonito,PR,"Aibonito, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Anasco,PR,"Anasco, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Camuy,PR,"Camuy, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Cayey,PR,"Cayey, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Ceiba,PR,"Ceiba, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Ciales,PR,"Ciales, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Comerio,PR,"Comerio, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Corozal,PR,"Corozal, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Florida,PR,"Florida, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Guanica,PR,"Guanica, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Guayama,PR,"Guayama, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Hatillo,PR,"Hatillo, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Isabela,PR,"Isabela, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Lajas,PR,"Lajas, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Lares,PR,"Lares, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Luquillo,PR,"Luquillo, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Manati,PR,"Manati, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Maunabo,PR,"Maunabo, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Moca,PR,"Moca, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Morovis,PR,"Morovis, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Naguabo,PR,"Naguabo, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Orocovis,PR,"Orocovis, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Patillas,PR,"Patillas, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Penuelas,PR,"Penuelas, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Rincon,PR,"Rincon, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
San German,PR,"San German, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Utuado,PR,"Utuado, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Villalba,PR,"Villalba, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Yauco,PR,"Yauco, PR",Micro,Metro,Outpatient Infusion/Chemotherapy,60,80,30,45,County Change,35,30
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,"Physiatry, Rehabilitative Medicine (see Notes)",60,80,30,45,County Change,35,30
